month	day	hour	PM2.5	PM10	SO2	NO2	CO	O3	TEMP
10	26	12	4	4	2	6	100	68	16.4
10	27	12	43	43	31	54	1500	21	14.1
10	28	12	54	71	22	51	1000	28	12.6
10	29	12	76	76	16	42	800	48	15.9
10	30	12	122	165	14	79	1300	2	14.1
10	31	12	149	149	21	97	3200	2	14.4
11	1	12	18	18	11	48	500	17	14.9
11	2	12	7	13	2	13	100	54	13.2
11	3	12	21	55	7	34	800	20	17.2
11	4	12	113	148	42	60	1100	38	12.9
11	5	12	32	32	9	33	400	51	18.7
11	6	12	6	6	2	8	100	56	10.1
11	7	12	31	46	23	32	1300	22	7.3
11	8	12	50	54	16	36	1000	44	10.4
11	9	12	20	20	6	19	300	52	14.4
11	10	12	27	27	6	25	300	46	14.3
11	11	12	10	59	2	15	200	47	12.9
11	12	12	3	52	2	8	100	61	5.7
11	13	12	21	21	9	54	600	30	10.5
11	14	12	3	5	9	21	200	55	10.6
11	15	12	NA	NA	NA	NA	NA	NA	8
11	16	12	121	121	39	73	3100	22	10.9
11	17	12	7	7	6	21	1500	57	10.5
11	18	12	16	16	16	27	300	45	10.7
11	19	12	209	299	67	108	2800	8	6.9
11	20	12	269	302	14	114	3400	11	6.5
11	21	12	172	178	20	62	1200	NA	9.8
11	22	12	12	12	8	29	300	48	9.9
11	23	12	122	190	19	81	2200	5	7.3
11	24	12	7	7	2	20	200	61	9.8
11	25	12	99	132	67	85	2300	9	6.6
11	26	12	226	280	57	120	3100	9	6.3
11	27	12	4	8	6	14	200	58	5.7
11	28	12	30	53	10	39	500	42	8.1
11	29	12	172	250	16	70	2700	4	3.2
11	30	12	15	36	2	27	200	58	7.3
12	1	12	5	5	2	10	400	59	-2.2
12	2	12	26	37	19	39	800	25	-2.4
12	3	12	5	13	2	14	300	45	-1.2
12	4	12	4	133	2	16	300	51	0
12	5	12	14	25	5	22	400	51	1.3
12	6	12	10	18	6	12	300	57	3.3
12	7	12	58	62	35	43	1500	18	4.4
12	8	12	9	16	10	NA	300	26	1.9
12	9	12	180	261	93	88	5700	8	-1.2
12	10	12	229	327	20	100	3200	21	4.8
12	11	12	12	12	NA	16	400	33	1.7
12	12	12	7	31	2	18	300	48	1.5
12	13	12	45	64	18	50	1000	19	1.5
12	14	12	29	40	16	32	800	40	3.7
12	15	12	10	80	2	17	300	55	2.9
12	16	12	7	7	9	5	NA	2	-1.1
12	17	12	93	147	NA	11	NA	2	0.1
12	18	12	114	179	68	88	3400	13	1
12	19	12	22	32	7	24	600	55	5.1
12	20	12	11	11	11	25	500	36	-0.3
12	21	12	7	18	6	25	500	37	-0.1
12	22	12	37	60	45	47	1000	24	4.3
12	23	12	52	77	52	53	1100	23	5.5
12	24	12	7	9	2	10	300	69	3.4
12	25	12	12	17	10	25	500	58	4.7
12	26	12	63	111	55	63	2000	13	0.3
12	27	12	136	175	62	93	2600	17	1.5
12	28	12	58	89	37	57	1200	41	5.9
12	29	12	99	203	57	94	2500	25	8.9
12	30	12	22	29	9	38	1000	50	6.7
12	31	12	6	129	4	8	300	55	-1.2
1	1	12	12	12	3	16	400	45	0
1	2	12	5	5	2	14	300	52	3
1	3	12	104	107	89	71	2600	19	1
1	4	12	90	96	53	52	1500	31	4
1	5	12	160	196	67	97	3600	33	8
1	6	12	NA	NA	NA	NA	NA	NA	3
1	7	12	35	56	21	37	900	41	3
1	8	12	76	85	53	53	1500	22	1
1	9	12	17	17	6	22	400	60	4
1	10	12	158	160	55	103	2600	23	7
1	11	12	9	10	2	11	200	69	4
1	12	12	143	159	67	77	2300	18	2
1	13	12	123	123	64	68	1500	18	0.7
1	14	12	167	167	66	74	2000	13	-1.5
1	15	12	434	434	23	110	4300	17	-1.8
1	16	12	8	8	2	17	300	58	1
1	17	12	29	29	2	31	600	46	0
1	18	12	166	187	65	122	3000	13	4
1	19	12	31	32	4	43	600	50	3
1	20	12	76	90	39	55	1500	28	3
1	21	12	11	11	2	17	300	69	4
1	22	12	158	184	43	85	2700	25	2
1	23	12	163	163	40	62	2000	30	2
1	24	12	167	190	76	81	3600	19	3
1	25	12	165	165	11	75	2300	15	2
1	26	12	NA	87	6	43	1500	23	3
1	27	12	14	14	2	14	400	56	-2
1	28	12	12	12	2	13	400	58	0
1	29	12	141	141	44	72	2200	28	3
1	30	12	15	15	2	17	500	63	NA
1	31	12	11	11	2	14	400	56	1
2	1	12	20	20	16	24	500	38	1
2	2	12	75	75	32	49	1200	32	1
2	3	12	195	195	51	77	2200	35	3
2	4	12	16	16	2	20	400	62	NA
2	5	12	19	19	10	24	500	68	5
2	6	12	39	50	27	55	900	46	7
2	7	12	9	9	2	14	300	73	2
2	8	12	8	8	2	12	300	64	-1
2	9	12	82	82	32	47	1100	39	1
2	10	12	83	83	25	59	1300	44	9
2	11	12	12	12	2	12	200	87	7
2	12	12	17	17	3	16	500	80	5
2	13	12	90	90	32	43	1700	50	4
2	14	12	210	210	56	65	2400	56	7
2	15	12	200	200	62	57	2600	47	5
2	16	12	153	184	43	81	2600	62	10
2	17	12	9	38	2	8	300	82	7
2	18	12	12	12	4	8	300	81	7
2	19	12	232	256	80	42	2100	50	3
2	20	12	107	107	2	36	1200	30	1
2	21	12	206	206	2	46	2300	12	2
2	22	12	23	153	2	16	300	55	1
2	23	12	18	38	6	10	300	56	3
2	24	12	86	141	47	42	1900	44	3.6
2	25	12	10	10	2	14	300	71	4
2	26	12	7	10	2	12	400	67	3
2	27	12	10	16	5	21	500	53	0
2	28	12	109	109	2	42	1300	3	NA
3	1	12	106	106	12	61	1500	44	9.7
3	2	12	84	90	28	58	1400	48	12.3
3	3	12	4	12	2	9	500	67	0.9
3	4	12	24	24	7	28	600	48	3
3	5	12	159	162	50	82	2300	28	5.6
3	6	12	148	165	NA	11	NA	2	5.7
3	7	12	206	226	31	57	1900	63	9.9
3	8	12	183	183	18	29	1300	90	10.4
3	9	12	5	5	2	5	500	81	-0.3
3	10	12	10	12	4	20	300	68	5.7
3	11	12	6	7	2	11	100	80	7.2
3	12	12	56	71	3	10	NA	2	10.2
3	13	12	9	9	10	4	NA	2	9.5
3	14	12	86	104	53	59	2200	28	5.3
3	15	12	42	134	9	39	500	57	14.4
3	16	12	177	234	38	62	1600	19	11
3	17	12	24	24	3	18	400	83	15.7
3	18	12	67	67	20	58	1100	49	11.6
3	19	12	73	215	4	42	700	54	16.6
3	20	12	36	347	2	40	200	80	17.5
3	21	12	6	41	2	14	200	77	16.4
3	22	12	9	14	2	9	300	86	11.1
3	23	12	29	40	11	39	700	58	16.5
3	24	12	69	94	29	43	1800	76	11.9
3	25	12	164	178	56	87	2000	79	13.7
3	26	12	167	188	30	119	1500	49	17.6
3	27	12	132	148	37	76	1100	62	16.5
3	28	12	144	NA	2	25	400	65	20.5
3	29	12	161	394	42	66	2400	83	19.9
3	30	12	174	370	44	59	1600	86	19.3
3	31	12	136	136	19	64	6700	16	11.4
4	1	12	64	42.7	10	40	600	61	13.6
4	2	12	28	28	2	22	700	54	7.3
4	3	12	16	16	2	12	400	110	15.7
4	4	12	77	77	6	32	800	103	14.3
4	5	12	26	88	2	21	300	75	16.5
4	6	12	13	13	NA	2	100	2	8.2
4	7	12	5	5	2	8	300	81	11
4	8	12	107	107	31	54	1100	63	13.2
4	9	12	159	159	32	59	1300	71	14.5
4	10	12	190	118.8	18	38	1400	107	18.2
4	11	12	112	112	23	25	1600	121	17.3
4	12	12	14	32	2	11	200	70	9.5
4	13	12	23	23	2	10	300	103	14
4	14	12	37	40	8	30	500	81	22.3
4	15	12	147	180	50	75	1500	68	20.1
4	16	12	15	110	2	9	200	79	18
4	17	12	68	166	20	76	700	39	21.1
4	18	12	170	339	71	98	3700	46	20.3
4	19	12	18	85	2	9	200	93	19.7
4	20	12	20	20	3	23	300	82	21.2
4	21	12	112	116	13	78	900	75	25.2
4	22	12	46	46	6	54	600	75	24.4
4	23	12	NA	169	11	46	600	68	20.9
4	24	12	27	90	6	31	500	94	24.1
4	25	12	40	94	16	70	600	116	28.3
4	26	12	152	202	36	51	1000	161	28.7
4	27	12	120	174	32	36	1100	127	24.9
4	28	12	NA	39	11	22	600	70	21.8
4	29	12	138	138	18	44	1100	119	24.3
4	30	12	162	162	28	36	1400	149	26.3
5	1	12	158	181	28	52	1300	112	23.2
5	2	12	38	54	10	16	500	84	22.2
5	3	12	4	12	2	12	200	81	22.5
5	4	12	11	35	3	23	200	64	21.5
5	5	12	52	99	10	27	500	91	23.1
5	6	12	10	36	3	12	200	86	20.7
5	7	12	48	90	12	50	600	57	22.9
5	8	12	NA	77	13	24	800	65	20.6
5	9	12	44	44	9	30	800	43	14.7
5	10	12	45	45	3	57	1400	17	8.7
5	11	12	41	44	6	45	800	38	17.2
5	12	12	9	14	2	12	200	94	22.6
5	13	12	75	119	NA	2	NA	2	25.5
5	14	12	15	31	16	3	NA	2	23.5
5	15	12	25	25	2	9	200	101	22.9
5	16	12	53	53	6	39	300	81	27.1
5	17	12	142	171	19	27	1000	145	25.3
5	18	12	3	38	2	14	200	83	25.6
5	19	12	10	60	2	10	200	72	24.5
5	20	12	17	17	2	10	300	88	26.4
5	21	12	47	52	6	52	500	100	26.6
5	22	12	85	120	26	48	900	117	25.2
5	23	12	120	136	22	41	1000	194	27.8
5	24	12	166	184	28	50	1300	203	28.4
5	25	12	132	156	33	51	1300	204	30.3
5	26	12	120	136	38	42	1400	241	31.6
5	27	12	111	111	16	22	900	200	29
5	28	12	156	164	24	43	1300	165	28.4
5	29	12	108	108	12	51	900	100	27.2
5	30	12	44	44	9	19	600	120	28.3
5	31	12	53	67	20	27	700	155	28.9
6	1	12	117	154	15	24	1100	152	30.3
6	2	12	14	15	2	10	200	85	30
6	3	12	39	39	5	34	400	80	30.5
6	4	12	79	116	4	79	900	2	18.9
6	5	12	51	51	7	24	5000	115	26.9
6	6	12	17	17	3	11	200	105	28.4
6	7	12	31	31	2	11	2000	72	28.1
6	8	12	15	15	6	14	300	84	27.5
6	9	12	55	100	35	25	1600	131	26.8
6	10	12	81	81	NA	21	900	44	19.8
6	11	12	6	13	2	11	400	73	26
6	12	12	9	32	2	15	500	74	27.2
6	13	12	12	16	2	8	600	75	25.7
6	14	12	10	17	2	12	600	118	29
6	15	12	103	103	7	26	1600	182	27.8
6	16	12	143	156	14	40	1500	177	29
6	17	12	30	33	2	13	600	158	29.8
6	18	12	8	8	2	12	200	89	29.4
6	19	12	22	27	2	12	500	69	22
6	20	12	12	12	2	7	300	121	28.2
6	21	12	58	58	4	31	700	187	29.7
6	22	12	113	113	12	28	1200	184	29.1
6	23	12	240	240	2	30	2500	167	28
6	24	12	160	160	3	55	1500	56	25.6
6	25	12	174	174	5	31	1300	87	26.5
6	26	12	73	73	2	16	800	134	26
6	27	12	103	103	2	21	900	103	27.5
6	28	12	198	198	2	32	2400	125	28.7
6	29	12	181	181	2	47	2500	51	25.4
6	30	12	16	16	2	25	400	40	22.5
7	1	12	17	17	2	11	300	94	30.7
7	2	12	3	5	4	12	300	72	30.9
7	3	12	10	10	4	8	200	84	27.9
7	4	12	53	84	3	40	700	54	25.9
7	5	12	70	70	7	18	1400	134	26.8
7	6	12	57	57	11	22	1000	133	28.1
7	7	12	93	93	6	29	900	137	28.8
7	8	12	166	166	4	22	1200	166	29
7	9	12	67	70	19	23	1200	152	30.4
7	10	12	39	42	5	18	1000	133	29.7
7	11	12	151	178	2	30	1800	158	31.1
7	12	12	113	118	2	23	1000	224	33.8
7	13	12	16	16	2	8	400	153	36.7
7	14	12	18	18	2	15	500	170	33.1
7	15	12	37	77	2	58	700	66	27.5
7	16	12	25	25	2	16	700	97	23.9
7	17	12	23	26	2	26	600	33	22.4
7	18	12	37	37	2	19	700	105	25.2
7	19	12	93	93	2	22	1400	68	24.4
7	20	12	NA	NA	2	20	1100	59	26.2
7	21	12	167	167	2	26	1100	61	27.2
7	22	12	106	106	2	58	900	71	27.7
7	23	12	141	141	2	35	1100	92	26.6
7	24	12	126	126	2	21	1100	136	29.3
7	25	12	101	101	2	33	1100	166	30.3
7	26	12	116	116	2	13	1100	181	32.6
7	27	12	69	87	2	24	900	149	31
7	28	12	38	38	2	23	800	102	28.2
7	29	12	96	96	2	15	1000	156	31.1
7	30	12	38	38	2	18	1100	124	27.2
7	31	12	7	7	2	12	600	84	28.3
8	1	12	84	84	2	21	1000	91	26.5
8	2	12	97	97	2	17	1900	57	27
8	3	12	72	72	2	8	NA	44	27.8
8	4	12	19	29	5	16	600	109	30.5
8	5	12	131	144	2	22	1800	149	29.5
8	6	12	22	47	2	4	NA	2	27.9
8	7	12	NA	NA	NA	14	900	NA	28.9
8	8	12	19	20	12	8	500	100	27.5
8	9	12	31	42	2	14	600	143	31.5
8	10	12	17	35	20	10	500	120	32.4
8	11	12	95	107	2	16	1300	178	31.5
8	12	12	65	65	2	22	1000	193	33.1
8	13	12	159	181	2	24	1500	180	31.1
8	14	12	19	27	2	20	600	101	30.8
8	15	12	8	8	2	6	300	90	32.6
8	16	12	36	76	4	20	600	178	32
8	17	12	112	184	2	48	1200	140	31.2
8	18	12	56	155	2	29	1000	76	28.7
8	19	12	37	37	2	7	600	110	25.9
8	20	12	46	46	2	9	700	133	28.9
8	21	12	18	18	4	9	400	108	30.5
8	22	12	8	9	2	2	400	76	30.6
8	23	12	20	25	2	13	600	42	25.4
8	24	12	6	6	2	3	400	76	28.2
8	25	12	NA	NA	2	NA	600	28	28.8
8	26	12	8	8	2	2	400	84	29.8
8	27	12	11	11	2	5	300	88	29.6
8	28	12	11	15	2	10	300	96	29.8
8	29	12	16	19	2	7	400	117	29.1
8	30	12	18	21	2	8	600	68	21.2
8	31	12	23	23	2	15	600	44	21.8
9	1	12	5	12	2	5	300	44	22.2
9	2	12	5	7	2	6	300	67	28.9
9	3	12	11	15	2	3	400	74	29.7
9	4	12	54	67	4	29	3300	38	24
9	5	12	18	18	2	7	600	70	18.8
9	6	12	16	19	2	5	400	79	26.1
9	7	12	21	27	2	14	400	91	26.9
9	8	12	62	62	11	40	800	133	26.9
9	9	12	14	27	2	7	400	76	25.2
9	10	12	14	28	2	25	400	7	17.1
9	11	12	NA	9	2	8	300	60	20.1
9	12	12	3	5	2	6	200	56	23.5
9	13	12	14	29	2	24	400	60	27.7
9	14	12	131	177	NA	2	NA	2	25
9	15	12	102	113	NA	NA	NA	NA	24.2
9	16	12	146	146	9	35	1200	149	24.8
9	17	12	210	214	7	61	1200	113	25.1
9	18	12	59	59	2	15	700	119	27.1
9	19	12	3	7	2	12	200	77	27.3
9	20	12	134	185	4	50	1200	52	23.9
9	21	12	118	133	13	61	1100	85	25.2
9	22	12	187	187	5	38	1500	88	23.5
9	23	12	9	9	2	12	400	65	23.9
9	24	12	113	156	3	27	1600	62	23
9	25	12	14	14	2	17	300	62	24.1
9	26	12	20	79	3	40	600	37	23.4
9	27	12	35	35	3	11	NA	113	25.8
9	28	12	NA	37	4	50	2700	24	17.3
9	29	12	47	47	2	36	800	17	15.3
9	30	12	42	42	3	53	800	29	18.8
10	1	12	3	5	2	11	200	52	19.7
10	2	12	19	55	4	17	400	68	24.5
10	3	12	26	75	6	28	800	61	22.5
10	4	12	101	134	20	63	1400	40	21.3
10	5	12	304	350	9	47	2600	111	21.4
10	6	12	253	253	4	29	1500	136	23.1
10	7	12	296	296	5	76	1700	53	22.4
10	8	12	4	5	2	10	200	51	17.8
10	9	12	NA	24	2	12	300	50	18.8
10	10	12	11	11	2	8	200	46	14.7
10	11	12	8	15	2	12	300	57	19.4
10	12	12	NA	NA	NA	NA	NA	NA	22.9
10	13	12	3	10	2	24	300	51	23.9
10	14	12	54	96	3	58	700	28	19.3
10	15	12	89	100	9	24	1000	105	22.4
10	16	12	260	269	20	73	2200	98	20.6
10	17	12	299	299	19	82	2300	71	20.1
10	18	12	26	72	6	27	600	38	18.4
10	19	12	50	101	11	71	800	14	15.9
10	20	12	107	131	2	65	1600	2	13.3
10	21	12	44	44	2	32	700	12	11.1
10	22	12	20	20	2	39	500	9	10.2
10	23	12	37	37	4	37	700	18	16.4
10	24	12	37	37	7	39	700	37	18.9
10	25	12	83	88	79	68	3600	3	12.8
10	26	12	52	52	2	54	700	2	10.3
10	27	12	23	23	2	36	400	28	15
10	28	12	8	8	2	11	300	53	13.1
10	29	12	7	12	2	12	300	48	11.4
10	30	12	13	15	2	20	300	39	13.1
10	31	12	6	9	2	12	200	49	14
11	1	12	34	34	7	39	500	30	15.3
11	2	12	32	46	8	35	500	34	18.6
11	3	12	234	234	38	89	2000	30	14.2
11	4	12	229	229	23	93	1800	13	13.3
11	5	12	40	40	2	18	600	29	9.5
11	6	12	10	10	2	15	300	43	1
11	7	12	12	12	3	11	300	48	3.6
11	8	12	53	53	8	17	500	59	6
11	9	12	127	127	4	48	1300	4	4.8
11	10	12	166	166	4	51	1600	2	5.5
11	11	12	63	63	4	31	1100	18	7.1
11	12	12	168	168	5	71	2500	2	6.6
11	13	12	243	243	13	56	2900	2	7.4
11	14	12	298	298	21	108	3800	2	10.4
11	15	12	112	112	11	20	2300	45	13.5
11	16	12	32	32	14	31	1500	25	8.9
11	17	12	23	23	2	12	200	39	8.7
11	18	12	58	58	7	43	800	8	4.1
11	19	12	112	112	2	43	1400	2	4.2
11	20	12	79	79	9	41	2900	2	1.5
11	21	12	55	55	8	34	2200	2	0.5
11	22	12	54	54	11	23	900	31	-2.1
11	23	12	18	18	12	9	400	54	-1.7
11	24	12	15	15	8	13	500	56	-4.8
11	25	12	47	47	11	27	800	38	-3.6
11	26	12	14	14	4	12	700	59	-5.2
11	27	12	259	259	49	77	2900	16	-3.2
11	28	12	329	329	51	82	2900	16	-0.4
11	29	12	237	237	47	65	3200	33	2.2
11	30	12	215	215	NA	NA	NA	NA	0.8
12	1	12	543	543	43	132	NA	9	0.7
12	2	12	12	12	4	24	200	39	4.3
12	3	12	13	28	4	11	400	48	1.6
12	4	12	9	15	7	19	400	45	4.4
12	5	12	11	11	2	15	200	57	5.9
12	6	12	122	135	54	75	2100	7	3
12	7	12	171	176	48	73	3400	6	3.4
12	8	12	271	271	25	73	4600	4	2.1
12	9	12	239	239	35	75	2500	7	3.8
12	10	12	74	74	8	22	900	55	7.7
12	11	12	18	18	8	25	400	49	4.3
12	12	12	81	81	18	56	1500	4	2.7
12	13	12	129	129	29	81	2300	6	2.3
12	14	12	306	306	22	112	4400	4	2.6
12	15	12	9	9	2	14	200	54	2.8
12	16	12	6	6	2	10	300	39	0.8
12	17	12	33	37	13	45	900	18	0.5
12	18	12	16	16	5	20	400	44	5.1
12	19	12	69	69	22	47	1300	12	0.7
12	20	12	183	183	22	65	2700	8	1.3
12	21	12	142	142	18	46	1700	22	1.3
12	22	12	129	129	23	55	1900	6	-0.3
12	23	12	211	211	23	55	2100	40	4.2
12	24	12	422	435	36	121	5900	11	2.9
12	25	12	472	472	4	132	6900	6	-2.7
12	26	12	268	268	25	75	5500	10	-1.6
12	27	12	31	31	13	34	1100	29	-6
12	28	12	52	52	14	43	1100	26	-0.1
12	29	12	134	141	36	82	2300	10	0.7
12	30	12	48	48	3	31	800	47	5
12	31	12	14	14	3	20	400	46	1.8
1	1	12	152	152	37	60	1800	13	1.5
1	2	12	338	338	60	122	3900	14	3.3
1	3	12	180	180	34	65	2100	12	0.6
1	4	12	6	6	2	13	200	69	1.1
1	5	12	9	9	2	14	500	57	-0.7
1	6	12	17	17	2	17	400	55	1.5
1	7	12	21	21	2	17	500	54	-1.3
1	8	12	9	9	4	10	400	57	-0.6
1	9	12	32	32	11	34	800	38	0.4
1	10	12	34	34	15	32	800	49	1.4
1	11	12	10	10	2	9	500	69	-4
1	12	12	17	17	5	15	500	56	-3.3
1	13	12	13	13	5	20	500	56	-0.2
1	14	12	54	54	14	69	1300	17	3.4
1	15	12	114	114	29	76	1900	18	1.5
1	16	12	112	112	55	76	2800	12	-1.2
1	17	12	38	38	4	9	500	76	-6.1
1	18	12	6	18	2	11	500	58	-8
1	19	12	31	42	9	45	1000	31	-4.6
1	20	12	107	119	75	66	3800	13	-4.6
1	21	12	150	150	35	58	2500	15	-4.6
1	22	12	8	8	2	9	500	66	-9.6
1	23	12	9	26	2	7	900	64	-15.1
1	24	12	14	105	4	12	300	63	-7.8
1	25	12	16	28	7	17	100	56	-0.4
1	26	12	15	38	2	11	300	67	0
1	27	12	34	34	12	36	900	34	-0.3
1	28	12	90	90	23	43	1300	34	0.4
1	29	12	91	107	59	60	2500	16	-3.1
1	30	12	14	14	4	11	400	69	-5.3
1	31	12	19	19	4	14	600	69	-1.8
2	1	12	11	11	2	10	400	71	0.2
2	2	12	10	10	2	11	300	74	1.4
2	3	12	50	52	17	47	1100	36	0.9
2	4	12	13	13	3	13	300	72	0.9
2	5	12	6	24	2	9	200	76	1.1
2	6	12	14	14	4	12	400	73	3.9
2	7	12	22	28	9	13	500	75	6.2
2	8	12	8	42	2	8	300	74	9
2	9	12	39	39	9	23	700	59	8.1
2	10	12	141	141	32	50	1800	39	6.4
2	11	12	167	167	42	64	3300	19	4.9
2	12	12	174	174	27	33	2100	62	8
2	13	12	7	7	2	9	200	60	1.6
2	14	12	4	5	2	7	300	71	-2.7
2	15	12	11	15	3	10	100	67	1.3
2	16	12	10	38	4	13	200	70	5.9
2	17	12	33	33	20	41	900	50	8.9
2	18	12	8	8	2	10	200	76	6.3
2	19	12	27	27	5	24	500	58	5.8
2	20	12	12	12	4	9	200	75	1.4
2	21	12	108	108	32	49	1500	40	3.3
2	22	12	91	91	19	33	1100	58	6.7
2	23	12	9	9	2	6	100	77	0.9
2	24	12	43	43	NA	2	NA	2	2.8
2	25	12	21	22	8	37	500	44	3.6
2	26	12	35	38	12	38	800	49	5.7
2	27	12	9	12	2	12	200	76	6.3
2	28	12	26	31	2	17	500	69	5.2
2	29	12	13	13	2	11	200	73	0.7
3	1	12	97	97	23	51	1400	47	5.6
3	2	12	177	177	30	73	1700	59	14
3	3	12	312	312	71	84	3400	49	12.2
3	4	12	425	425	62	143	5900	4	7.7
3	5	12	51	190	2	13	300	73	11
3	6	12	64	155	40	52	1700	30	7.8
3	7	12	9	11	2	9	300	75	9.1
3	8	12	10	10	2	7	200	71	2.7
3	9	12	12	12	2	8	200	73	2.4
3	10	12	6	12	2	8	200	73	4.3
3	11	12	10	20	3	11	300	77	5.4
3	12	12	124	142	69	81	2000	35	5.7
3	13	12	11	11	3	7	200	91	9.6
3	14	12	81	92	17	48	1000	53	11.9
3	15	12	146	163	31	73	1500	36	10.8
3	16	12	259	259	34	80	1700	41	12
3	17	12	273	273	53	73	1900	74	14
3	18	12	111	111	6	17	600	113	20.1
3	19	12	61	93	32	40	1600	65	13.5
3	20	12	63	63	8	30	700	82	15.3
3	21	12	169	195	27	110	1500	NA	16.6
3	22	12	13	13	8	14	400	77	15.1
3	23	12	3	17	3	6	300	81	12.8
3	24	12	7	7	2	7	200	85	11.9
3	25	12	3	8	4	9	300	90	12.6
3	26	12	6	6	2	8	200	84	16.2
3	27	12	20	22	2	2	100	NA	20.1
3	28	12	124	158	34	76	1100	49	17
3	29	12	26	39	3	33	400	67	20
3	30	12	19	26	4	17	400	84	18.8
3	31	12	281	297	43	87	2300	58	17.8
4	1	12	NA	56	2	10	200	74	18.9
4	2	12	26	26	2	8	200	87	17.2
4	3	12	4	5	2	15	200	77	17.1
4	4	12	89	89	12	49	600	82	18.5
4	5	12	141	160	27	34	1700	134	20.2
4	6	12	NA	NA	41	76	2400	38	15.6
4	7	12	NA	14	2	14	200	82	22.2
4	8	12	3	30	2	16	200	87	22.2
4	9	12	85	174	2	NA	100	2	24.4
4	10	12	62	207	2	NA	100	2	17.5
4	11	12	39	60	4	18	400	91	11.8
4	12	12	98	98	6	27	700	60	10.9
4	13	12	343	343	17	96	2000	61	18.4
4	14	12	3	10	2	9	100	100	20.4
4	15	12	51	73	24	54	1100	57	17.4
4	16	12	63	63	2	11	200	66	17.3
4	17	12	11	20	2	12	300	85	17
4	18	12	5	12	2	8	200	88	17.4
4	19	12	NA	102	NA	NA	NA	NA	13.8
4	20	12	44	44	7	14	400	105	22.4
4	21	12	188	188	21	81	1700	105	24.8
4	22	12	32	151	2	15	200	99	21.6
4	23	12	3	15	2	7	200	89	19.6
4	24	12	77	132	23	49	900	64	20.7
4	25	12	145	151	17	39	1200	115	24.1
4	26	12	81	122	28	43	1600	96	19.9
4	27	12	NA	NA	NA	NA	NA	NA	15
4	28	12	73	101	17	30	1400	142	23.6
4	29	12	151	167	23	38	1800	111	20.5
4	30	12	175	175	8	23	1100	211	27.1
5	1	12	NA	NA	NA	NA	NA	NA	25.4
5	2	12	NA	NA	NA	NA	NA	NA	12.2
5	3	12	NA	5	2	8	100	94	23.4
5	4	12	NA	NA	2	21	100	91	26.6
5	5	12	40	55	18	51	1100	81	22.5
5	6	12	10	43	2	10	200	81	22
5	7	12	14	17	2	11	200	98	23.9
5	8	12	97	122	28	61	1100	85	24.7
5	9	12	39	78	4	29	500	89	22.6
5	10	12	15	21	2	18	300	108	25.6
5	11	12	134	134	4	23	900	158	24.2
5	12	12	19	22	2	17	300	62	16
5	13	12	49	49	2	53	500	67	23.3
5	14	12	39	39	2	44	600	58	13
5	15	12	3	23	2	11	100	80	22.6
5	16	12	23	46	3	57	400	56	28.2
5	17	12	88	106	12	56	700	123	27.9
5	18	12	61	74	6	27	600	183	28
5	19	12	97	97	15	34	700	239	27.7
5	20	12	93	93	32	39	1500	175	26.2
5	21	12	58	64	2	NA	100	2	26.6
5	22	12	36	72	NA	NA	NA	NA	27.2
5	23	12	72	97	NA	NA	NA	NA	24.3
5	24	12	15	15	2	17	300	97	26.9
5	25	12	13	20	2	21	300	93	23.5
5	26	12	8	8	2	10	100	103	26.7
5	27	12	73	77	13	62	500	144	29.3
5	28	12	42	42	8	24	400	176	28.3
5	29	12	11	11	2	12	100	96	26.2
5	30	12	90	124	11	39	1200	193	28.3
5	31	12	33	81	14	29	1000	62	25.1
6	1	12	21	21	6	9	400	101	26.6
6	2	12	66	66	12	54	800	167	30.3
6	3	12	80	94	22	51	1000	185	28.1
6	4	12	95	95	12	31	900	195	30
6	5	12	78	78	9	32	1200	149	27
6	6	12	81	81	3	22	900	147	26.8
6	7	12	52	107	2	20	600	95	24.2
6	8	12	119	119	2	21	1000	165	27.2
6	9	12	156	156	2	6	100	NA	31.3
6	10	12	117	117	2	15	800	169	27.2
6	11	12	3	5	2	9	100	108	28.2
6	12	12	91	91	12	23	1200	179	27.1
6	13	12	32	32	2	21	500	78	19.9
6	14	12	22	25	2	12	500	101	21.1
6	15	12	11	13	2	9	300	121	27.4
6	16	12	19	19	3	41	400	99	31.8
6	17	12	19	19	2	11	300	100	28.9
6	18	12	39	53	3	47	500	155	30.6
6	19	12	65	65	2	17	600	228	31.7
6	20	12	77	77	2	24	700	236	30.7
6	21	12	142	142	2	19	1000	199	31.5
6	22	12	60	73	2	20	600	153	29.4
6	23	12	169	169	9	2	NA	2	27.4
6	24	12	8	8	2	13	3500	97	31.5
6	25	12	13	31	2	30	500	131	34
6	26	12	61	88	7	41	800	188	32.8
6	27	12	73	95	NA	18	1300	59	28.8
6	28	12	41	41	3	NA	100	2	21.6
6	29	12	102	102	2	19	700	128	26.7
6	30	12	59	59	2	20	500	156	29.6
7	1	12	4	5	2	12	200	99	30
7	2	12	60	60	2	21	700	125	30.8
7	3	12	60	60	4	19	700	128	31.7
7	4	12	116	116	3	26	1900	125	29.9
7	5	12	33	33	5	17	600	NA	29.8
7	6	12	98	100	4	27	900	231	31.2
7	7	12	123	123	5	29	2000	200	30.5
7	8	12	91	100	2	21	1500	114	29.4
7	9	12	85	85	2	15	800	161	32.1
7	10	12	128	128	2	24	800	224	33.5
7	11	12	101	101	2	22	600	168	33.7
7	12	12	NA	NA	2	28	400	48	24.9
